HackMTY,"Monterrey, MX",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/392/thumb/930adc5ed398-hackmtyMLH_300x300.png?1467906271,"25.63978365, -100.293101629066"
BigRed//Hacks,"Ithaca, NY",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/398/thumb/1367a835fd31-mlh_splash_page.png?1469112017,"42.4396039, -76.4968019"
Hack The North,"Waterloo, ON",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/424/thumb/1311a958833a-Image.jpg?1472047989,"43.466874, -80.524635"
HackISU,"Ames, IA",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/437/thumb/isu_splash.jpg?1473193348,"42.0267703, -93.6170554"
lumohacks,"Vancouver, BC",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/395/thumb/b23e7726924a-preview_image_mlh1_01.png?1468936720,"49.262428, -123.11554"
RamHacks,"Richmond, VA",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/408/thumb/f0de1acf2594-ramhacks_bg.jpg?1470949092,"37.5385087, -77.43428"
HackGT,"Atlanta, GA",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/426/thumb/14138345_953311511462952_754320351_n.jpg?1472411435,"33.7490987, -84.3901849"
MedHacks,"Baltimore, MD",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/404/thumb/53ff855d2859-MLH300x300_2.png?1470243327,"39.2908816, -76.610759"
HackCooper,"New York, NY",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/401/thumb/13875014_10206872869395375_1352890987_n.jpg?1469805435,"40.7306458, -73.9866136"
HackDartmouth III,"Hanover, NH",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/406/thumb/dab57945702f-cover__300x300_.jpg?1470339874,"43.703622, -72.288666"
SD Hacks,"San Diego, CA",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/391/thumb/14f2a15b892f-geisel.jpg?1467906222,"32.7174209, -117.1627714"
VolHacks,"Knoxville, TN",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/399/thumb/f9de94e56110-tb_mentor_form.jpg?1469543825,"35.9603948, -83.9210261"
HackUMBC,"Baltimore, MD",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/449/thumb/umbc_background.png?1473691526,"39.2908816, -76.610759"
HealthHacks,"Richmond, VA",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/422/thumb/HealthHacksBannerImage.jpg?1471894024,"37.5385087, -77.43428"
TAMUhack,"College Station, TX",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/421/thumb/0cfcfd51b87f-white_splash.png?1471875565,"30.6253463, -96.3271538"
WHACK,"Wellesley, MA",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/393/thumb/whack-splash.jpg?1467907132,"42.2964859, -71.2925571"
HackUMass IV,"Amherst, MA",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/423/thumb/hackumass-background-typeform.png?1471917471,"42.3803676, -72.523143"
HackUState,"Logan, UT",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/456/thumb/c2cf7c10e1bf-mlh_Logo_1_02.png?1474023837,"41.7313447, -111.8348631"
Kent Hack Enough,"Kent, OH",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/414/thumb/khe_splash.png?1471555384,"41.1536674, -81.357886"
MHacks 8,"Detroit, MI",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/430/thumb/14164153_10208609204440259_1997921231_o.png?1472590104,"42.3486635, -83.0567375"
hackNY,"New York, NY",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/444/thumb/79cb19708411-hackny_mlh_splash.jpg?1473343047,"40.7306458, -73.9866136"
RevolutionUC,"Cincinnati, OH",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/440/thumb/40fd1d387eff-image10.png?1473254801,"39.1014537, -84.5124602"
HackRice,"Houston, TX",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/413/thumb/splash.png?1471546339,"29.7589382, -95.3676974"
Hack Western 3,"London, ON",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/447/thumb/14248141_10154451948340883_1549752554_o.png?1473430083,"42.988576, -81.246643"
QuackCon,"Eugene, OR",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/400/thumb/d549896a71da-presplash_Cropped.jpg?1469638363,"44.0505054, -123.0950506"
DubHacks,"Seattle, WA",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/425/thumb/b1ad9477de7d-background_300px.png?1472048405,"47.6038321, -122.3300624"
GlassHacks,"Toledo, OH",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/458/thumb/glasshacks_background.jpg?1474387061,"41.6786754, -83.5127283"
HackMizzou,"Columbia, MO",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/469/thumb/67937bbab804-forest300x300.png?1475160513,"38.951883, -92.3337366"
HackRiddle,"Daytona Beach, FL",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/405/thumb/e2bc574afde4-mlh_background.png?1470327124,"29.2108147, -81.0228331"
Citrus Hack,"Riverside, CA",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/429/thumb/0a498ee1cb29-MLH_Season_Splash_Background.png?1472576356,"33.9533546, -117.3961623"
HackGSU,"Atlanta, GA",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/427/thumb/centennial.jpg?1472481392,"33.7490987, -84.3901849"
HackHarvard,"Cambridge, MA",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/411/thumb/background.png?1471537691,"42.3750997, -71.1056157"
HopHacks,"Baltimore, MD",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/463/thumb/hophacks_splash.png?1474986228,"39.2908816, -76.610759"
YCP Hacks,"York, PA",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/407/thumb/865e0207fbcf-Yorktowne.png?1470930630,"39.962398, -76.727392"
BioHackLA,"Los Angeles, CA",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/457/thumb/f18536e9f928-4549221_circuit_board.jpg?1474386712,"34.054935, -118.244476"
FiskHacks,"Nashville, TN",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/439/thumb/fiskhacks_splash.png?1473198481,"36.1622296, -86.7743531"
HackRU,"New Brunswick, NJ",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/428/thumb/e76566a3cd2b-splash_image_HackRU.png?1472493591,"40.4862174, -74.4518173"
HackTX,"Austin, TX",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/445/thumb/abb3bfbc7fc9-dontmesswithaustintexasweb.jpg?1473343316,"30.2711286, -97.7436995"
MIA Game Jam,"Miami, FL",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/409/thumb/cc22c39127b3-Splash2.jpg?1471014416,"25.7742658, -80.1936589"
HackBajio,"Leon, MX",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/489/thumb/5e9397fb06e2-12744061_997026657047213_8119146837550134855_n_2.jpg?1477339730,"21.0973352, -101.647642306618"
hackMarist,"Poughkeepsie, NY",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/461/thumb/unnamed.jpg?1474474112,"41.7065779, -73.9284101"
HackNC,"Chapel Hill, NC",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/432/thumb/ad14916e6e95-hacknc_splash.jpg?1472851570,"35.9131515, -79.0557807"
CodeRED Curiosity,"Houston, TX",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/410/thumb/codered_square.jpg?1471358524,"29.7589382, -95.3676974"
Invent:YU,"New York, NY",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/464/thumb/invent_yu_splash.png?1474987046,"40.7306458, -73.9866136"
